word,words_total_appear_in_group,words_total_in_group_without_stop_words,words_total_in_group_with_stop_words
bibl,2,324979,395083
biblia,43,324979,395083
biblico,9,324979,395083
biblioteca,12,324979,395083
biblioteconomia,1,324979,395083
bibo,1,324979,395083
bibsfiha,5,324979,395083
bicampeonato,1,324979,395083
bicanski,1,324979,395083
bicar,8,324979,395083
bicarbonato,20,324979,395083
bicentenario,2,324979,395083
bichanar,1,324979,395083
bichar,19,324979,395083
bicho,3,324979,395083
bichovoc,1,324979,395083
bicicleta,15,324979,395083
bico,1,324979,395083
biden,143,324979,395083
bielorussia,1,324979,395083
bielorusso,1,324979,395083
big,19,324979,395083
biga,1,324979,395083
bigod,5,324979,395083
bigtech,1,324979,395083
bigu,1,324979,395083
bijuteria,2,324979,395083
bike,2,324979,395083
bild,3,324979,395083
bilhar,2,324979,395083
bilhet,2,324979,395083
bilho,1,324979,395083
biliao,150,324979,395083
bilionario,27,324979,395083
bill,53,324979,395083
bill2,1,324979,395083
billi,2,324979,395083
bin,3,324979,395083
bing,4,324979,395083
binoculo,2,324979,395083
bio,8,324979,395083
biociencia,1,324979,395083
biocombustivel,2,324979,395083
biodiversidad,4,324979,395083
bioetica,2,324979,395083
biologia,11,324979,395083
biologica,1,324979,395083
biologicament,5,324979,395083
biologico,32,324979,395083
biologo,14,324979,395083
bioluminescencia,2,324979,395083
bioluminiscencia,1,324979,395083
bioluminiscent,2,324979,395083
bioma,9,324979,395083
biomaso,1,324979,395083
biomedicina,2,324979,395083
biomedico,3,324979,395083
biometria,3,324979,395083
biometriabem,1,324979,395083
biometriacaso,1,324979,395083
biometrico,5,324979,395083
biontech,16,324979,395083
bioquimico,2,324979,395083
biotech,16,324979,395083
biotecnologia,6,324979,395083
bipartidario,1,324979,395083
bipe,2,324979,395083
bira,1,324979,395083
birkenau,1,324979,395083
birrar,1,324979,395083
biscoitar,8,324979,395083
biscoito,1,324979,395083
bisnagar,1,324979,395083
bisneto,1,324979,395083
bispar,44,324979,395083
bispo,2,324979,395083
bissau,1,324979,395083
bissexu,1,324979,395083
bitcoin,2,324979,395083
bite,2,324979,395083
bitrem,1,324979,395083
bitributacao,2,324979,395083
bituca,1,324979,395083
bivar,1,324979,395083
bizarro,3,324979,395083
bj,1,324979,395083
bla,3,324979,395083
black,30,324979,395083
blackburn,2,324979,395083
blackfriday,1,324979,395083
blacklivesmatt,1,324979,395083
blais,1,324979,395083
blanc,3,324979,395083
blanco,3,324979,395083
blasfemia,1,324979,395083
blasio,2,324979,395083
blast,1,324979,395083
blazer,1,324979,395083
blefe,1,324979,395083
blend,2,324979,395083
blick,1,324979,395083
blico,2,324979,395083
blindar,5,324979,395083
blitz,7,324979,395083
blm,1,324979,395083
bloc,5,324979,395083
block,1,324979,395083
blockbust,1,324979,395083
blockchain,1,324979,395083
bloco,6,324979,395083
blog,91,324979,395083
blogueiro,10,324979,395083
bloksfazendo,1,324979,395083
bloqueador,2,324979,395083
bloquear,77,324979,395083
bloqueio,7,324979,395083
bluetooth,1,324979,395083
blumenau,2,324979,395083
blusa,5,324979,395083
blz,1,324979,395083
bmw,2,324979,395083
bnd,2,324979,395083
bnde,20,324979,395083
bnt162,1,324979,395083
bo,4,324979,395083
boa,1,324979,395083
boadivulgu,1,324979,395083
boatar,85,324979,395083
boato,31,324979,395083
boatosorg,3,324979,395083
boava,1,324979,395083
bob,7,324979,395083
bobagem,10,324979,395083
bobeira,2,324979,395083
bobera,1,324979,395083
bobigni,1,324979,395083
bobinar,1,324979,395083
bobo,4,324979,395083
boca,4,324979,395083
bocar,82,324979,395083
bocelli,3,324979,395083
bochechar,1,324979,395083
bock,4,324979,395083
bode,1,324979,395083
bodi,6,324979,395083
bodoquena,1,324979,395083
boe,7,324979,395083
boechat,8,324979,395083
boff,1,324979,395083
bogota,2,324979,395083
boi,21,324979,395083
boiar,2,324979,395083
boicot,1,324979,395083
boicotar,22,324979,395083
boiingerir,1,324979,395083
boit,1,324979,395083
boko,1,324979,395083
bola,5,324979,395083
bolano,1,324979,395083
bolao,1,324979,395083
bolar,15,324979,395083
bolcheviqu,1,324979,395083
boldo,8,324979,395083
boleia,1,324979,395083
bolero,2,324979,395083
boletar,4,324979,395083
boletim,29,324979,395083
boleto,1,324979,395083
bolhar,7,324979,395083
boli,1,324979,395083
bolich,1,324979,395083
bolivar,2,324979,395083
bolivariana,11,324979,395083
bolivariano,4,324979,395083
bolivarianolulista,1,324979,395083
bolivia,29,324979,395083
boliviano,8,324979,395083
bollywood,1,324979,395083
bolo,3,324979,395083
bolor,1,324979,395083
bolsaatleta,2,324979,395083
bolsabandido,3,324979,395083
bolsaestupidez,1,324979,395083
bolsafamilia,1,324979,395083
bolsar,107,324979,395083
bolsasfamilia,1,324979,395083
bolso,4,324979,395083
bolsoasno,1,324979,395083
bolsominion,2,324979,395083
bolsonar,2,324979,395083
bolsonar0,1,324979,395083
bolsonardo,1,324979,395083
bolsonarismo,1,324979,395083
bolsonarismoexistem,1,324979,395083
bolsonarismogarantiu,1,324979,395083
bolsonarista,25,324979,395083
bolsonaro,1848,324979,395083
bolsonaro2020,1,324979,395083
bolsonaro2022,3,324979,395083
bolsonaroa,5,324979,395083
bolsonarodivulguem,1,324979,395083
bolsonarodonald,1,324979,395083
bolsonaroess,1,324979,395083
bolsonaroestavacertodepoi,1,324979,395083
bolsonarofamilia,1,324979,395083
bolsonarofilha,1,324979,395083
bolsonarogovernador,1,324979,395083
bolsonaroinauguracao,1,324979,395083
bolsonaromc,1,324979,395083
bolsonarona,1,324979,395083
bolsonaronao,1,324979,395083
bolsonaroo,2,324979,395083
bolsonaroolhem,1,324979,395083
bolsonaropensar,1,324979,395083
bolsonaroprecisa,1,324979,395083
bolsonaropresident,1,324979,395083
bolsonaroprocurado,1,324979,395083
bolsonaroreeleito2022,1,324979,395083
bolsonarosempreteverazao,1,324979,395083
bolsonarotemrazao,5,324979,395083
bolsonarotodo,1,324979,395083
bolsonarovaichegarsuavez,1,324979,395083
bolsonarovc,1,324979,395083
bolton,2,324979,395083
bolzan,1,324979,395083
bom,2,324979,395083
bomba,87,324979,395083
bombaaa,1,324979,395083
bombadao,1,324979,395083
bombado,20,324979,395083
bombando,2,324979,395083
bombar,2,324979,395083
bombardeamento,1,324979,395083
bombardear,5,324979,395083
bombardeiro,2,324979,395083
bombastico,10,324979,395083
bombear,1,324979,395083
bombeiro,35,324979,395083
bombom,10,324979,395083
bombou,1,324979,395083
bombril,1,324979,395083
bommocismo,1,324979,395083
bompra,1,324979,395083
bompreco,2,324979,395083
bondad,3,324979,395083
bondar,2,324979,395083
bondinho,2,324979,395083
bone,9,324979,395083
boneca,14,324979,395083
boneco,12,324979,395083
bonem,1,324979,395083
boner,1,324979,395083
bonificar,1,324979,395083
bonito,23,324979,395083
bonner,26,324979,395083
bonorino,2,324979,395083
bonoro,1,324979,395083
bonsucesso,2,324979,395083
bonu,14,324979,395083
book,4,324979,395083
boom,1,324979,395083
boon,1,324979,395083
boost,4,324979,395083
boostassim,1,324979,395083
boostcarol,1,324979,395083
bope,3,324979,395083
bora,4,324979,395083
borat,1,324979,395083
borax,1,324979,395083
borboleta,2,324979,395083
borborema,1,324979,395083
bordao,2,324979,395083
bordar,11,324979,395083
bordeaux,1,324979,395083
boreali,2,324979,395083
borel,2,324979,395083
borg,1,324979,395083
borgo,1,324979,395083
bori,8,324979,395083
borrachada,1,324979,395083
borracheiro,5,324979,395083
borracho,7,324979,395083
borrar,1,324979,395083
borrifar,2,324979,395083
borsch,1,324979,395083
bortolan,2,324979,395083
bosco,1,324979,395083
bosnio,3,324979,395083
bosonaro,1,324979,395083
bosqu,1,324979,395083
bossch,1,324979,395083
bost,1,324979,395083
bostar,14,324979,395083
bostez,1,324979,395083
boston,1,324979,395083
bostonaro,1,324979,395083
bot,3,324979,395083
botafogo,8,324979,395083
botafogoonca,1,324979,395083
botanico,2,324979,395083
botao,28,324979,395083
botar,49,324979,395083
boteco,3,324979,395083
botequim,2,324979,395083
boticario,15,324979,395083
botijao,3,324979,395083
botijo,2,324979,395083
boto,11,324979,395083
botswana,1,324979,395083
botucatu,1,324979,395083
bouboulina,1,324979,395083
boukhari,1,324979,395083
boulo,97,324979,395083
bourget,1,324979,395083
bourla,5,324979,395083
bovinament,1,324979,395083
bovino,2,324979,395083
box,3,324979,395083
boxar,2,324979,395083
boy,2,324979,395083
bozo,13,324979,395083
bozobomba,1,324979,395083
bozoloid,1,324979,395083
bozotario,1,324979,395083
bozzato,1,324979,395083
bpc,6,324979,395083
bpcloa,2,324979,395083
br,11,324979,395083
br153,2,324979,395083
br163,13,324979,395083
br230,4,324979,395083
br248,1,324979,395083
br277,2,324979,395083
br290,1,324979,395083
br304,2,324979,395083
br376,1,324979,395083
br381,4,324979,395083
br7,1,324979,395083
bra,5,324979,395083
brabao,1,324979,395083
brabo,3,324979,395083
bracelet,1,324979,395083
braco,61,324979,395083
bradar,6,324979,395083
bradesco,5,324979,395083
bradi,2,324979,395083
bradley,2,324979,395083
braga,36,324979,395083
braganca,5,324979,395083
bragantino,1,324979,395083
bragram,1,324979,395083
brahma,8,324979,395083
branco,112,324979,395083
brancoestudant,1,324979,395083
brancoestudanteprofissionaldevolvam,1,324979,395083
brandao,3,324979,395083
brandir,1,324979,395083
brandon,1,324979,395083
brantford,1,324979,395083
brasao,1,324979,395083
brasi,2,324979,395083
brasil,1716,324979,395083
brasila,3,324979,395083
brasilagit,1,324979,395083
brasilandia,1,324979,395083
brasilao,1,324979,395083
brasilayrton,1,324979,395083
brasilcaiu,1,324979,395083
brasilconfira,1,324979,395083
brasilcorrent,1,324979,395083
brasildigit,1,324979,395083
brasildoria,1,324979,395083
brasileiraaaa,1,324979,395083
brasileiraanticoagulant,1,324979,395083
brasileiraentao,1,324979,395083
brasileiro,794,324979,395083
brasileiroa,4,324979,395083
brasileiroess,1,324979,395083
brasileironew,1,324979,395083
brasileiroolha,1,324979,395083
brasileiroreajam,1,324979,395083
brasileiros,1,324979,395083
brasileirosao,1,324979,395083
brasileirosatentem,1,324979,395083
brasileiroso,1,324979,395083
brasileirosvoc,1,324979,395083
brasilentao,1,324979,395083
brasilentendam,1,324979,395083
brasilexpectant,1,324979,395083
brasili,1,324979,395083
brasilia,140,324979,395083
brasiliaesta,1,324979,395083
brasilialisboa,1,324979,395083
brasiliana,1,324979,395083
brasiliano,1,324979,395083
brasilidad,1,324979,395083
brasilio,1,324979,395083
brasilisrael,1,324979,395083
brasillula,2,324979,395083
brasilmar,1,324979,395083
brasilmensagem,1,324979,395083
brasilo,1,324979,395083
brasilpor,1,324979,395083
brasilpresident,1,324979,395083
brasilqu,1,324979,395083
brasilvejam,1,324979,395083
braskem,6,324979,395083
bratva,2,324979,395083
braun,1,324979,395083
brave,1,324979,395083
bravo,10,324979,395083
bravopretend,1,324979,395083
braz,2,324979,395083
brazao,7,324979,395083
braziil,1,324979,395083
brazil,8,324979,395083
brazilian,2,324979,395083
braziliens,1,324979,395083
break,2,324979,395083
brecar,3,324979,395083
brecha,2,324979,395083
breno,1,324979,395083
brescia,1,324979,395083
bresil,2,324979,395083
bresilienn,1,324979,395083
breslav,1,324979,395083
bresser,1,324979,395083
bresserpereira,1,324979,395083
bret,1,324979,395083
breta,5,324979,395083
brevement,2,324979,395083
breweri,2,324979,395083
brexit,2,324979,395083
brezilsoldado,1,324979,395083
brf,3,324979,395083
brian,4,324979,395083
bric,1,324979,395083
bridl,1,324979,395083
brigadeiro,5,324979,395083
brigadista,8,324979,395083
brigar,45,324979,395083
brigitt,4,324979,395083
brilhant,25,324979,395083
brilhantea,1,324979,395083
brilhantecada,2,324979,395083
brilhantismo,1,324979,395083
brilhar,11,324979,395083
brincadeira,23,324979,395083
brincadeiramorreu,1,324979,395083
brincar,34,324979,395083
brinco,1,324979,395083
brind,5,324979,395083
brindar,3,324979,395083
brinquedinho,2,324979,395083
brinquedo,12,324979,395083
brinquedoteca,1,324979,395083
brio,1,324979,395083
brioso,1,324979,395083
brisa,1,324979,395083
brisson,1,324979,395083
britanico,32,324979,395083
britar,2,324979,395083
british,5,324979,395083
britto,4,324979,395083
brizola,1,324979,395083
brnoticia,1,324979,395083
broadcast,4,324979,395083
brocar,1,324979,395083
brocoli,2,324979,395083
bronco,2,324979,395083
broncopulmunar,1,324979,395083
bronquio,2,324979,395083
bronquit,2,324979,395083
bronz,1,324979,395083
brook,3,324979,395083
brotar,3,324979,395083
brother,6,324979,395083
brotherhood,2,324979,395083
brothertem,1,324979,395083
brow,1,324979,395083
brown,6,324979,395083
brp,1,324979,395083
brt,5,324979,395083
bruco,3,324979,395083
brucutu,1,324979,395083
bruja,1,324979,395083
brumadinho,42,324979,395083
brumadinhona,1,324979,395083
brunello,1,324979,395083
brunir,82,324979,395083
bruno,4,324979,395083
brusco,2,324979,395083
brutal,2,324979,395083
brutalment,5,324979,395083
bruto,7,324979,395083
bruxela,2,324979,395083
bruxo,10,324979,395083
bruxoronaldinho,2,324979,395083
bryant,6,324979,395083
bryantvideo,1,324979,395083
btg,3,324979,395083
buarqu,17,324979,395083
bubonica,2,324979,395083
bubonico,1,324979,395083
bucal,4,324979,395083
bucarest,1,324979,395083
bucha,3,324979,395083
buckingham,2,324979,395083
bud,1,324979,395083
budista,2,324979,395083
budweis,8,324979,395083
bueiro,1,324979,395083
bueno,15,324979,395083
buffalo,2,324979,395083
bug,7,324979,395083
bugiganga,1,324979,395083
build,1,324979,395083
buir,1,324979,395083
bukhari,1,324979,395083
bulhao,1,324979,395083
bulir,5,324979,395083
bull,17,324979,395083
bullet,1,324979,395083
bulli,4,324979,395083
bumerangu,1,324979,395083
bunda,3,324979,395083
bundchen,1,324979,395083
bunker,3,324979,395083
buqu,2,324979,395083
buquet,2,324979,395083
buracao,1,324979,395083
buracar,7,324979,395083
buraco,8,324979,395083
burbank,1,324979,395083
bureau,1,324979,395083
burgerkingcancelado,1,324979,395083
burgu,1,324979,395083
burguesia,3,324979,395083
buriti,1,324979,395083
burj,5,324979,395083
burkina,1,324979,395083
burlar,12,324979,395083
burn,1,324979,395083
burocracia,1,324979,395083
burocratico,1,324979,395083
burric,2,324979,395083
burro,13,324979,395083
burt,2,324979,395083
burundi,1,324979,395083
buscador,1,324979,395083
buscar,213,324979,395083
bush,8,324979,395083
busi,2,324979,395083
busto,1,324979,395083
butano,1,324979,395083
butanta,3,324979,395083
butantadimascovasnao,1,324979,395083
butantan,61,324979,395083
butanvac,2,324979,395083
buteco,2,324979,395083
butler,1,324979,395083
buzio,10,324979,395083
buzzfe,2,324979,395083
bvn,1,324979,395083
by,6,324979,395083
bye,1,324979,395083
bypass,1,324979,395083
byram,1,324979,395083
c,71,324979,395083
c0r0n4,1,324979,395083
c0r0n4v4c,1,324979,395083
c0v1d19,1,324979,395083
c1000,2,324979,395083
c19,8,324979,395083
caatinga,2,324979,395083
caba,2,324979,395083
cabal,5,324979,395083
cabalero,1,324979,395083
cabar,1,324979,395083
cabeca,88,324979,395083
cabecalho,2,324979,395083
cabecanao,1,324979,395083
cabecao,1,324979,395083
cabedeleira,1,324979,395083
cabedelo,1,324979,395083
cabelar,20,324979,395083
cabeleireiro,2,324979,395083
cabello,6,324979,395083
cabelo,7,324979,395083
cabeludo,3,324979,395083
caber,19,324979,395083
cabimento,1,324979,395083
cabina,3,324979,395083
cabinho,1,324979,395083
cabivei,4,324979,395083
cabl,1,324979,395083
cabo,30,324979,395083
caboclo,7,324979,395083
cabou,2,324979,395083
cabra,11,324979,395083
cabral,11,324979,395083
cabralia,1,324979,395083
cabresto,2,324979,395083
cabrini,4,324979,395083
cabrito,2,324979,395083
cabrobo,2,324979,395083
cabulosa,1,324979,395083
cabuloso,2,324979,395083
cacador,4,324979,395083
cacamba,2,324979,395083
cacar,18,324979,395083
cacau,8,324979,395083
cacer,3,324979,395083
cacet,2,324979,395083
cachaca,12,324979,395083
cachaceiro,9,324979,395083
cachar,3,324979,395083
cachoeirar,2,324979,395083
cachorrada,2,324979,395083
cachorro,47,324979,395083
cachorrovoc,1,324979,395083
cacicar,13,324979,395083
caciqu,3,324979,395083
caco,6,324979,395083
cacoal,1,324979,395083
cacto,1,324979,395083
cacuia,1,324979,395083
cacul,1,324979,395083
cacula,1,324979,395083
cadaensinamento,1,324979,395083
cadarco,2,324979,395083
cadastr,1,324979,395083
cadastramento,25,324979,395083
cadastrar,159,324979,395083
cadastrar17,1,324979,395083
cadastraragasalho,1,324979,395083
cadastrarbeneficio,1,324979,395083
cadastrarparaben,1,324979,395083
cadastres,11,324979,395083
cadastro,3,324979,395083
cadastro380,1,324979,395083
cadav,28,324979,395083
cadaverico,2,324979,395083
cade,34,324979,395083
cade14a,1,324979,395083
cadeadinho,1,324979,395083
cadeadozinho,1,324979,395083
cadeeiro,1,324979,395083
cadegiani,2,324979,395083
cadeia,55,324979,395083
cadeiama,1,324979,395083
cadeira,22,324979,395083
cadeirinhakkkkkk,1,324979,395083
cadena,1,324979,395083
caderneta,2,324979,395083
caderno,2,324979,395083
cadet,1,324979,395083
cadi,4,324979,395083
cadunico,2,324979,395083
caetano,19,324979,395083
cafajest,2,324979,395083
cafe,32,324979,395083
cafeina,2,324979,395083
cafetao,1,324979,395083
cafeteiro,5,324979,395083
cafeteria,1,324979,395083
cage,1,324979,395083
caguetar,1,324979,395083
cahil,2,324979,395083
caiapo,4,324979,395083
caiapor,1,324979,395083
caiaqu,1,324979,395083
caiar,8,324979,395083
caicorn,1,324979,395083
caiena,1,324979,395083
caipira,1,324979,395083
caipirinha,1,324979,395083
caiqu,1,324979,395083
cair,275,324979,395083
cairiam,1,324979,395083
cairu,2,324979,395083
caiuatencao,1,324979,395083
caixa,173,324979,395083
caixagovbrsim,1,324979,395083
caixao,70,324979,395083
caixapreta,1,324979,395083
caixaseletronico,1,324979,395083
caixo,3,324979,395083
caixot,1,324979,395083
cajazeira,3,324979,395083
cal,2,324979,395083
caladao,2,324979,395083
calado,1,324979,395083
calamidad,11,324979,395083
calao,1,324979,395083
calar,39,324979,395083
calazan,3,324979,395083
calca,3,324979,395083
calcadao,4,324979,395083
calcar,23,324979,395083
calculadora,1,324979,395083
calcular,11,324979,395083
calculo,10,324979,395083
caldar,4,324979,395083
caldasmg,1,324979,395083
caldaso,1,324979,395083
caldo,1,324979,395083
caldoum,1,324979,395083
cale,1,324979,395083
calendario,11,324979,395083
calhar,2,324979,395083
calheiro,15,324979,395083
cali,1,324979,395083
calibrar,3,324979,395083
calic,1,324979,395083
californiano,1,324979,395083
californio,15,324979,395083
caligrafia,1,324979,395083
calil,1,324979,395083
call,1,324979,395083
calmant,1,324979,395083
calmar,2,324979,395083
calmo,17,324979,395083
calor,41,324979,395083
calorosament,2,324979,395083
caloroso,6,324979,395083
calot,1,324979,395083
calunia,3,324979,395083
caluniar,3,324979,395083
calunioso,2,324979,395083
cama,25,324979,395083
camacari,2,324979,395083
camacho,2,324979,395083
camada,3,324979,395083
camaguey,1,324979,395083
camara,152,324979,395083
camarada,3,324979,395083
camarao,3,324979,395083
camaraoartico,1,324979,395083
camargo,3,324979,395083
camarim,2,324979,395083
camaronesa,1,324979,395083
camarot,8,324979,395083
camarotti,3,324979,395083
camazotz,1,324979,395083
cambar,8,324979,395083
cambiar,1,324979,395083
camboriu,4,324979,395083
camelo,5,324979,395083
camera,50,324979,395083
cameraman,1,324979,395083
cameron,2,324979,395083
cameta,1,324979,395083
camicado,1,324979,395083
camila,8,324979,395083
camilo,28,324979,395083
caminant,1,324979,395083
caminhao,69,324979,395083
caminhaotanqu,1,324979,395083
caminhar,37,324979,395083
caminheiro,2,324979,395083
caminhoespipa,4,324979,395083
caminhoneiro,72,324979,395083
caminhoneirosgrev,1,324979,395083
caminhonet,7,324979,395083
camioneiro,2,324979,395083
camionet,3,324979,395083
camisa,51,324979,395083
camiseta,58,324979,395083
camlnhonelro,1,324979,395083
camorot,1,324979,395083
camorra,2,324979,395083
camp,1,324979,395083
campaign,1,324979,395083
campamha,1,324979,395083
campana,1,324979,395083
campanha,368,324979,395083
campar,63,324979,395083
campeao,12,324979,395083
campello,2,324979,395083
campelo,3,324979,395083
campeonato,18,324979,395083
campino,15,324979,395083
campo,22,324979,395083
campon,1,324979,395083
campu,7,324979,395083
camu,3,324979,395083
camuflar,10,324979,395083
can,1,324979,395083
canada,22,324979,395083
canadens,19,324979,395083
canal,130,324979,395083
canalesta,1,324979,395083
canalha,38,324979,395083
canalhaessa,1,324979,395083
canalhic,9,324979,395083
canalhismo,1,324979,395083
canalhopata,1,324979,395083
cancao,6,324979,395083
cancelalo,1,324979,395083
cancelamento,14,324979,395083
cancelar,61,324979,395083
canceleo,1,324979,395083
cancer,112,324979,395083
cancerigeno,3,324979,395083
cancerinca,1,324979,395083
canceroso,2,324979,395083
cancun,1,324979,395083
candeal,1,324979,395083
candic,2,324979,395083
candidatar,152,324979,395083
candidatars,1,324979,395083
candidates,4,324979,395083
candidato,311,324979,395083
candidatoa,3,324979,395083
candidatosest,1,324979,395083
candidatura,97,324979,395083
candidaturana,1,324979,395083
candido,2,324979,395083
caneca,9,324979,395083
canel,1,324979,395083
canelar,7,324979,395083
canelheiro,1,324979,395083
caneta,19,324979,395083
canetada,1,324979,395083
canhao,4,324979,395083
canhoto,2,324979,395083
canibalismo,1,324979,395083
canil,2,324979,395083
canind,1,324979,395083
canino,3,324979,395083
canion,1,324979,395083
cannabi,5,324979,395083
cano,4,324979,395083
canoa,1,324979,395083
cansaco,14,324979,395083
cansar,18,324979,395083
cansino,1,324979,395083
cantanhed,1,324979,395083
cantar,60,324979,395083
cantaura,3,324979,395083
canteiro,2,324979,395083
canterburi,1,324979,395083
cantico,1,324979,395083
canto,7,324979,395083
cantor,83,324979,395083
canudo,1,324979,395083
canula,1,324979,395083
cao,75,324979,395083
caotico,3,324979,395083
cap,1,324979,395083
capa,2,324979,395083
capacet,6,324979,395083
capacho,1,324979,395083
capacidad,37,324979,395083
capacitacao,1,324979,395083
capacitar,3,324979,395083
capanga,3,324979,395083
capar,74,324979,395083
caparao,1,324979,395083
caparroz,1,324979,395083
capaz,70,324979,395083
capelao,2,324979,395083
capeta,1,324979,395083
capim,2,324979,395083
capit,107,324979,395083
capitalismo,12,324979,395083
capitalista,7,324979,395083
capitalizacao,2,324979,395083
capitalizar,1,324979,395083
capitanear,1,324979,395083
capitao,28,324979,395083
capitaosinto,1,324979,395083
capitar,9,324979,395083
capitolio,13,324979,395083
capitulo,8,324979,395083
capivara,1,324979,395083
capixaba,3,324979,395083
capoeiro,1,324979,395083
capon,1,324979,395083
capot,1,324979,395083
capotar,1,324979,395083
caprichar,5,324979,395083
caprio,2,324979,395083
capsula,7,324979,395083
captacao,14,324979,395083
captar,21,324979,395083
captatio,1,324979,395083
capturar,80,324979,395083
caput,2,324979,395083
car,1,324979,395083
cara,1,324979,395083
caraaa,1,324979,395083
caraca,5,324979,395083
caract,1,324979,395083
caracter,4,324979,395083
caracteristico,14,324979,395083
caracterizar,6,324979,395083
caradepau,2,324979,395083
caralho,2,324979,395083
caramba,4,324979,395083
carana,1,324979,395083
caranguejo,1,324979,395083
carapicuiba,1,324979,395083
carapouco,1,324979,395083
carat,25,324979,395083
caravana,5,324979,395083
caravela,2,324979,395083
carbonico,11,324979,395083
carbonizar,3,324979,395083
carbono,20,324979,395083
carboxi,4,324979,395083
carboxilico,2,324979,395083
carboximetilcelulos,1,324979,395083
carcer,3,324979,395083
carceragem,2,324979,395083
carcom,1,324979,395083
card,1,324979,395083
cardapio,1,324979,395083
cardeal,1,324979,395083
cardiaco,34,324979,395083
cardiologia,3,324979,395083
cardiologico,1,324979,395083
cardiologista,7,324979,395083
cardiorrespiratoria,3,324979,395083
cardiovascular,7,324979,395083
cardoso,18,324979,395083
cardum,5,324979,395083
care,3,324979,395083
carec,2,324979,395083
careca,7,324979,395083
carel,1,324979,395083
carencia,4,324979,395083
carent,11,324979,395083
carga,31,324979,395083
cargo,94,324979,395083
cargueiro,1,324979,395083
carib,2,324979,395083
caricaturar,2,324979,395083
caricia,1,324979,395083
caridad,3,324979,395083
carimbador,1,324979,395083
carimbar,1,324979,395083
carina,1,324979,395083
carino,1,324979,395083
carioca,25,324979,395083
cariocario,1,324979,395083
carla,7,324979,395083
carleton,1,324979,395083
carlinho,6,324979,395083
carlo,114,324979,395083
carlos,1,324979,395083
carlosa,1,324979,395083
carluxo,2,324979,395083
carluxofurafila,1,324979,395083
carmaval2021,1,324979,395083
carmelo,1,324979,395083
carmem,4,324979,395083
carmen,9,324979,395083
carminha,1,324979,395083
carmo,8,324979,395083
carmona,1,324979,395083
carn,2,324979,395083
carnal,1,324979,395083
carnar,28,324979,395083
carnarvon,1,324979,395083
carnav,63,324979,395083
carnavaldapandemia,1,324979,395083
carnavalesco,3,324979,395083
carnavalnoisolamento,1,324979,395083
carnegiea,1,324979,395083
carneiro,2,324979,395083
carnemart,1,324979,395083
carnica,1,324979,395083
carniceria,1,324979,395083
carnificina,2,324979,395083
caro,309,324979,395083
carol,8,324979,395083
carolino,10,324979,395083
carona,9,324979,395083
carpintaria,1,324979,395083
carrapato,1,324979,395083
carreata,5,324979,395083
carrefour,41,324979,395083
carregadeira,4,324979,395083
carregador,5,324979,395083
carregalo,1,324979,395083
carregamento,2,324979,395083
carregar,47,324979,395083
carregars,1,324979,395083
carreira,20,324979,395083
carreiraassim,1,324979,395083
carrera,2,324979,395083
carretar,9,324979,395083
carri,2,324979,395083
carro,255,324979,395083
carrocar,1,324979,395083
carroceria,3,324979,395083
carrod,1,324979,395083
carropipa,2,324979,395083
carrospipa,3,324979,395083
carruagem,1,324979,395083
cartao,91,324979,395083
cartaoalimentacao,2,324979,395083
cartaoauxilio,1,324979,395083
cartaocont,1,324979,395083
cartaopresent,2,324979,395083
cartar,74,324979,395083
cartaz,41,324979,395083
carteira,1,324979,395083
carteiro,41,324979,395083
cartel,9,324979,395083
cartela,2,324979,395083
carter,1,324979,395083
cartilha,4,324979,395083
carto,1,324979,395083
cartoesauxilio,1,324979,395083
cartografico,1,324979,395083
cartorio,35,324979,395083
cartucho,1,324979,395083
cartum,2,324979,395083
cartunista,3,324979,395083
caruaru,1,324979,395083
carupatera,2,324979,395083
carvalho,21,324979,395083
carvalhosa,2,324979,395083
carvao,1,324979,395083
carvativir,2,324979,395083
casa,1,324979,395083
casa1,1,324979,395083
casa5,1,324979,395083
casaa,1,324979,395083
casaca,1,324979,395083
casadaopor,1,324979,395083
casadepoi,1,324979,395083
casaexceto,1,324979,395083
casafaca,1,324979,395083
casagrand,4,324979,395083
casagrandeversao,1,324979,395083
casal,32,324979,395083
casamentar,53,324979,395083
casamento,6,324979,395083
casao,2,324979,395083
casaparaben,1,324979,395083
casapoi,1,324979,395083
casar,969,324979,395083
casars,1,324979,395083
casas,1,324979,395083
casaversao,1,324979,395083
casavideo,1,324979,395083
casca,1,324979,395083
cascalhar,1,324979,395083
cascao,1,324979,395083
cascar,24,324979,395083
cascavel,5,324979,395083
case,12,324979,395083
caseirafamilia,1,324979,395083
caseiro,25,324979,395083
caserna,1,324979,395083
caso,223,324979,395083
casoazitromicina1o,1,324979,395083
casopublicada,1,324979,395083
casous,1,324979,395083
casoy,2,324979,395083
cassacao,10,324979,395083
cassar,9,324979,395083
cassel,1,324979,395083
cassetet,2,324979,395083
cassidi,1,324979,395083
cassini,1,324979,395083
cassino,2,324979,395083
cassio,5,324979,395083
casso,1,324979,395083
castan,1,324979,395083
castanh,1,324979,395083
castanheiro,1,324979,395083
castanho,1,324979,395083
castelhano,1,324979,395083
castellobranco,1,324979,395083
castelo,3,324979,395083
castigar,8,324979,395083
castilho,1,324979,395083
casto,2,324979,395083
castor,4,324979,395083
castracao,1,324979,395083
castrar,17,324979,395083
