"id_notice","real_words_strongs_in_notice","real_words_strongs_in_notice_number_appear","fake_words_strongs_in_notice","fake_words_strongs_in_notice_number_appear","notice_strong_words_real_total","notice_strong_words_fake_total","notice_strong_words_total","classe_notice"
629,"['condenacao', 'corpu', 'decisao', 'decisao', 'desvio', 'edson', 'fachin', 'fachin', 'guaruja', 'habea', 'instituto', 'ministrar', 'ministrar', 'movimentacao', 'processo', 'recurso', 'republico', 'triplex', 'varar']","[1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1]","[]","[]",19,0,19,1
630,"['condenacao', 'decisao', 'decisao', 'enxergar', 'governista', 'regiao', 'revogar', 'supremo']","[1, 2, 2, 1, 1, 1, 1, 1]","['atribuir']","[1]",8,1,9,1
631,"['esperancar', 'saudar']","[1, 1]","['soldar']","[1]",2,1,3,1
632,"['biliao', 'biliao', 'biliao', 'biliao', 'biliao', 'broadcast', 'congresso', 'congresso', 'congresso', 'congresso', 'desenvolvimento', 'desenvolvimento', 'infraestrutura', 'legislativo', 'marinhar', 'ministrar', 'ministrar', 'paralisar', 'pastar', 'planar', 'proposto', 'recurso', 'regiao', 'saudar', 'tesourar']","[5, 5, 5, 5, 5, 1, 4, 4, 4, 4, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]","['ganhar']","[1]",25,1,26,1
633,"['adhanom', 'condicao', 'equipamento', 'equipamento', 'escassez', 'especializar', 'infectar', 'reforcar', 'saudar', 'saudar', 'saudar', 'saudar', 'tedro']","[1, 1, 2, 2, 1, 1, 1, 1, 4, 4, 4, 4, 1]","[]","[]",13,0,13,1
635,"['dosar', 'dosar', 'internacao', 'internacao', 'internacao', 'preliminar', 'saudar', 'significativo']","[2, 2, 3, 3, 3, 1, 1, 1]","['parir']","[1]",8,1,9,1
638,"['aplicacao', 'autoridad', 'comissao', 'comissao', 'comissao', 'comissao', 'conduta', 'constituicao', 'investigacao', 'supremo']","[1, 1, 4, 4, 4, 4, 1, 1, 1, 1]","['espalhar']","[1]",10,1,11,1
639,"['biliao', 'condicao', 'contencao', 'especialment', 'investigacao', 'jantar', 'necessario', 'periodo', 'recuar', 'rotina']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",10,0,10,1
640,"['acompanhamento', 'acordo', 'assintomatico', 'assistencia', 'diariament', 'enfrentamento', 'informaco', 'medida', 'necessidad', 'palacio', 'planalto', 'planalto', 'resultado', 'secretariager', 'servidor', 'servidor', 'servidor', 'suspeito', 'testagem']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 3, 3, 3, 1, 1]","[]","[]",19,0,19,1
643,"['afp', 'calculo', 'conformar', 'europeu', 'preliminar', 'saudar', 'situacao', 'videoconferencia']","[1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",8,0,8,1
645,"['aprovacao', 'argumentar', 'concreto', 'congresso', 'congresso', 'congresso', 'legislativo', 'legislativo', 'necessidad', 'plano', 'pratico', 'privatizacao', 'supremo']","[1, 1, 1, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1]","[]","[]",13,0,13,1
647,"['adicionar', 'atuam', 'destinar', 'distrito', 'esquema', 'estrategia', 'fundacao', 'igualitario', 'imunizacao', 'instituto', 'materiaprima', 'observar', 'orientacao', 'oswaldo', 'remessar', 'reuniao', 'revisar', 'saudar', 'saudar', 'saudar', 'vigilancia']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1]","[]","[]",21,0,21,1
648,"['consecutivo', 'infectar', 'portavoz', 'propagacao', 'saudar']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,1
649,"['enfatizar', 'rejeitar']","[1, 1]","['enderecar']","[1]",2,1,3,1
651,"['autoridad', 'folhar', 'integro', 'saudar']","[1, 1, 1, 1]","[]","[]",4,0,4,1
652,"['atuacao', 'decisao', 'decisao', 'exonerar', 'fundacao', 'isolar', 'justicar', 'justicar', 'quarentenar', 'ricardo']","[1, 2, 2, 1, 1, 1, 2, 2, 1, 1]","[]","[]",10,0,10,1
654,"['compilar', 'decorrencia', 'intervalar', 'levantamento', 'oficialment', 'periodo', 'recebido', 'saudar', 'subir', 'taxar']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",10,0,10,1
655,"['abordagem', 'especifico', 'necessario', 'paralisar', 'paralisar', 'prioridad', 'realizacao', 'realizacao', 'toquio']","[1, 1, 1, 2, 2, 1, 2, 2, 1]","['atribuir']","[1]",9,1,10,1
658,"['autorizacao', 'benjamin', 'contrato', 'decisao', 'destacar', 'escassez', 'especifico', 'eventualment', 'implementar', 'imunizacao', 'ministrar', 'ministrar', 'ministrar', 'necessario', 'planar', 'possibilidad', 'respostar', 'saudar', 'tcu', 'tcu', 'tcu']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 1, 1, 3, 3, 3]","[]","[]",21,0,21,1
660,"[]","[]","[]","[]",0,0,0,1
661,"['alerj', 'decisao', 'julgamento', 'justicar', 'legislativo', 'mello', 'reuniao', 'reuniao', 'wilson', 'witzel', 'witzel', 'witzel']","[1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 3, 3]","['bandeiro']","[1]",12,1,13,1
664,"['alunar', 'ampliacao', 'anteriorment', 'anuncio', 'autoridad', 'circulacao', 'comunitario', 'comunitario', 'comunitario', 'conduta', 'contencao', 'decisao', 'destinar', 'epidemiar', 'fundamentar', 'fundamentar', 'henriqu', 'iniciativo', 'ministrar', 'mudanca', 'organizador', 'orientacao', 'posturar', 'privar', 'privar', 'recurso', 'reuniao', 'saudar', 'saudar', 'saudar', 'saudar', 'situacao', 'situacao', 'suspensao', 'transmissao', 'transmissao', 'transmissao', 'transmissao', 'transmissao', 'velocidad']","[1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 4, 4, 4, 4, 2, 2, 1, 5, 5, 5, 5, 5, 1]","[]","[]",40,0,40,1
666,"['acumular', 'amplo', 'ansiedad', 'anuncio', 'aumento', 'biliao', 'consequencia', 'consequencia', 'depressao', 'extensao', 'moderno', 'prorrogacao', 'saudar', 'saudar', 'submetido']","[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1]","[]","[]",15,0,15,1
667,"['bolsonarista', 'colegiado', 'folhar', 'instaurar', 'integro', 'processo', 'pslrj', 'silveiro']","[1, 1, 1, 1, 1, 1, 1, 1]","['sortear']","[1]",8,1,9,1
668,"['decorrent', 'fase', 'flexibilizacao', 'previsao', 'previsto', 'regrar', 'turistico', 'turistico', 'turistico', 'visitant']","[1, 1, 1, 1, 1, 1, 3, 3, 3, 1]","['quinzena']","[1]",10,1,11,1
670,"['aglomeracao', 'atrair', 'autoridad', 'californio', 'normalment', 'propagacao', 'reuniao', 'saudar', 'situacao']","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",9,0,9,1
673,"['demrj', 'diagnosticar', 'importancia', 'internar', 'periodo', 'periodo', 'propagacao', 'reforcar']","[1, 1, 1, 1, 2, 2, 1, 1]","[]","[]",8,0,8,1
674,"['aglomeracao', 'aglomeracao', 'claudio', 'conjunto', 'decisao', 'economia', 'funcionamento', 'palacio', 'preservar', 'reuniao', 'saudar']","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",11,0,11,1
675,"['atuacao', 'folhar', 'integro', 'regrar', 'respostar']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,1
678,"['demandar', 'dificuldad', 'espanha', 'espanha', 'estagio', 'europeu', 'habitant', 'instituto', 'internacao', 'previsto', 'quedo', 'saudar', 'testagem']","[1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",13,0,13,1
682,"['aliquota', 'decisao', 'diminuicao', 'economia', 'folhar', 'importacao', 'importacao', 'integro', 'reducao', 'reducao']","[1, 1, 1, 1, 1, 2, 2, 1, 2, 2]","[]","[]",10,0,10,1
683,"['restritivo']","[1]","[]","[]",1,0,1,1
684,"['compromisso', 'globonew']","[1, 1]","['assassinar', 'motorista']","[1, 1]",2,2,4,1
688,"['autoridad', 'competicao', 'competicao', 'domingo', 'espanha', 'espanha', 'fase', 'fase', 'fase', 'fase', 'mudanca', 'quarentenar', 'treinamento', 'treinamento']","[1, 2, 2, 1, 2, 2, 4, 4, 4, 4, 1, 1, 2, 2]","[]","[]",14,0,14,1
689,"['acumular', 'acumular', 'consumidor', 'crise', 'folhar', 'fundacao', 'instituto', 'integro', 'planar', 'superar']","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",10,0,10,1
690,"['perspectivo']","[1]","[]","[]",1,0,1,1
691,"['absoluto', 'distrito', 'distrito', 'epidemiologico', 'habitant', 'habitant', 'periodo', 'saudar', 'suspeito', 'suspeito', 'taxar', 'taxar', 'taxar', 'taxar', 'taxar']","[1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 5, 5, 5, 5, 5]","['parir', 'parir']","[2, 2]",15,2,17,1
693,"['desgastar', 'respostar']","[1, 1]","[]","[]",2,0,2,1
696,"['autoridad', 'crescimento', 'funcionamento', 'gorinchteyn', 'gorinchteyn', 'instituto']","[1, 1, 1, 2, 2, 1]","[]","[]",6,0,6,1
697,"['adotada', 'alternativo', 'concedido', 'minimizar', 'ministrar', 'opcao', 'possibilidad', 'queiroga', 'saudar', 'saudar']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","['mencao']","[1]",10,1,11,1
700,"['agravar', 'atuacao', 'destacar', 'expectativa', 'sabado', 'situacao']","[1, 1, 1, 1, 1, 1]","[]","[]",6,0,6,1
702,"['arthur', 'bastidor', 'desenvolvido', 'instituto', 'lira', 'lira', 'lira', 'logistico', 'ministrar', 'ministrar', 'ministrar', 'opcao', 'parceria', 'pastar', 'ppal', 'preocupacao', 'ricardo', 'saudar', 'saudar', 'saudar']","[1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3, 1, 1, 1, 1, 1, 1, 3, 3, 3]","['atirar', 'atirar']","[2, 2]",20,2,22,1
703,"['assistencia', 'elaborar', 'estrategia', 'investigacao', 'michael', 'rastreamento', 'respostar', 'saudar', 'saudar', 'saudar', 'surto', 'testagem']","[1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1]","['atribuir']","[1]",12,1,13,1
705,"['administrativo', 'aprovacao', 'aprovacao', 'ccj', 'ccj', 'comissao', 'comissao', 'constituicao', 'discussao', 'fundacao', 'justicar', 'proposto', 'proposto', 'regrar', 'republico', 'servidor', 'sessao']","[1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1]","[]","[]",17,0,17,1
706,"['autoridad', 'claudio', 'distrito', 'necessario', 'pastar', 'republico', 'republico', 'republico']","[1, 1, 1, 1, 1, 3, 3, 3]","['agredir', 'protestar']","[1, 1]",8,2,10,1
707,"['acordo', 'confirmado', 'coreia', 'decisao', 'decisao', 'fez', 'mexico', 'portavoz', 'processo', 'reconhecimento', 'resultado']","[1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1]","[]","[]",11,0,11,1
708,"['administrativo', 'carat', 'decisao', 'demandar', 'demandar', 'destinar', 'improbidad', 'justicar', 'justicar', 'nelson', 'provisorio', 'realizacao', 'tucano', 'tucano']","[1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2]","[]","[]",14,0,14,1
711,"['adversario', 'adversario', 'diagnosticar', 'intensivo', 'internar', 'liderar', 'saudar', 'saudar', 'transferir']","[2, 2, 1, 1, 1, 1, 2, 2, 1]","['misturar']","[1]",9,1,10,1
715,"['cenario', 'diagnosticar', 'estrategia', 'infectar', 'internar', 'positivar', 'prazo', 'reportar', 'toquio']","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",9,0,9,1
716,"['destacar', 'dificuldad', 'epidemiar', 'regiao', 'regiao', 'surtir', 'urbano']","[1, 1, 1, 2, 2, 1, 1]","[]","[]",7,0,7,1
719,"['carat', 'contribuicao', 'contribuicao', 'contribuicao', 'discussao', 'distrito', 'emendar', 'emendar', 'necessario', 'possibilidad', 'pratico', 'proposto', 'saudar', 'servidor', 'servidor']","[1, 3, 3, 3, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 2]","[]","[]",15,0,15,1
720,"['batalhar', 'discussao']","[1, 1]","['ganhar']","[1]",2,1,3,1
721,"['arrecadar', 'arrecadar', 'destinar', 'recurso', 'saudar']","[2, 2, 1, 1, 1]","['estampar', 'estampar', 'logotipo']","[2, 2, 1]",5,3,8,1
722,"['complicacao', 'privar', 'respostar', 'risco', 'risco', 'saudar', 'transferir']","[1, 1, 1, 2, 2, 1, 1]","[]","[]",7,0,7,1
727,"['assistencia', 'autoridad', 'embora', 'funcao', 'levantamento', 'orientacao', 'orientacao', 'profissionai', 'tambem']","[1, 1, 1, 1, 1, 2, 2, 1, 1]","['ampla']","[1]",9,1,10,1
728,"['alvorar', 'aprovacao', 'articulacao', 'calculo', 'congresso', 'governista', 'palacio', 'possibilidad', 'proposto', 'prorrogacao', 'reuniao', 'ricardo']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",12,0,12,1
730,"['aliquota', 'aliquota', 'aliquota', 'aliquota', 'congresso', 'contribuicao', 'economia', 'excecao', 'folhar', 'gued', 'gued', 'importacao', 'ministrar', 'proposto', 'proposto', 'proposto', 'proposto', 'tributario', 'tributario']","[4, 4, 4, 4, 1, 1, 1, 1, 1, 2, 2, 1, 1, 4, 4, 4, 4, 2, 2]","[]","[]",19,0,19,1
731,"['autoridad', 'epidemiar', 'infectar', 'isolar', 'passageiro', 'positivar', 'quarentenar', 'quarentenar', 'situacao', 'tripulacao']","[1, 1, 1, 1, 1, 1, 2, 2, 1, 1]","[]","[]",10,0,10,1
736,"['aglomeracao', 'comissao', 'condenacao', 'consenso', 'constituicao', 'demrj', 'emendar', 'emendar', 'especifico', 'mudanca', 'proposto', 'suspenso', 'transmissao']","[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1]","[]","[]",13,0,13,1
739,"['carat', 'confirmado', 'correspondent', 'espirito', 'medida', 'pulmonar', 'pulmonar', 'reforca', 'temporario', 'ventilatorio', 'ventilatorio']","[1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2]","[]","[]",11,0,11,1
741,"['domingo', 'lancamento', 'paralisar', 'prever']","[1, 1, 1, 1]","['compartilhar', 'imagem', 'imagem', 'sequer']","[1, 2, 2, 1]",4,4,8,1
742,"['consecutivo', 'consorcio', 'obtido', 'periodo', 'saudar']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,1
743,"['atuacao', 'esforco', 'exjuiz', 'guaruja', 'julgamento', 'julgamento', 'processo', 'supremo', 'suspeicao', 'triplex', 'triplex', 'turma']","[1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1]","[]","[]",12,0,12,1
747,"['aglomeracao', 'araujo', 'caxia', 'compromisso', 'decisao', 'distrito', 'domingo', 'domingo', 'duqu', 'justicar', 'justificativo', 'oficio', 'oficio', 'prazo', 'regiao', 'republico', 'saudar', 'saudar']","[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2]","[]","[]",18,0,18,1
749,"['acordo', 'ampliacao', 'atuacao', 'atuacao', 'colombio', 'consenso', 'equipamento', 'esforco', 'facilitar', 'iniciativo', 'iniciativo', 'iniciativo', 'necessidad', 'proposto', 'respostar', 'transferencia']","[1, 1, 2, 2, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 1]","['compartilhar', 'equador', 'intitular']","[1, 1, 1]",16,3,19,1
751,"['avancar', 'biliao', 'biliao', 'biliao', 'impactar', 'necessario', 'primeiroministro', 'recurso', 'respostar', 'saudar', 'saudar', 'surtir', 'surtir']","[1, 3, 3, 3, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[]","[]",13,0,13,1
752,"['arrecadar', 'biliao', 'biliao', 'despesa', 'estimativo', 'jorg', 'oliveira', 'pastar', 'prever', 'previsao', 'secretariager']","[1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",11,0,11,1
754,"['compilar', 'processo', 'pslsp']","[1, 1, 1]","['compartilhar', 'compartilhar', 'facada']","[2, 2, 1]",3,3,6,1
756,"['decisao', 'esquema', 'fabricio', 'flavio', 'flavio', 'gabinet', 'globonew', 'justicar', 'justicar', 'oliveira', 'presenca', 'preventivo', 'preventivo', 'queiroz', 'queiroz', 'queiroz', 'rachadinha', 'saudar', 'servidor', 'suspeito']","[1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 3, 3, 3, 1, 1, 1, 1]","['imagem']","[1]",20,1,21,1
757,"['comissao', 'periodo', 'quarentenar']","[1, 1, 1]","['camisa', 'ganhar', 'ganhar', 'ganhar']","[1, 3, 3, 3]",3,4,7,1
758,"['aprovacao', 'arrecadacao', 'arrecadacao', 'arrecadacao', 'avancar', 'biliao', 'biliao', 'biliao', 'biliao', 'biliao', 'cenario', 'negativar', 'prever', 'previsao', 'sancao']","[1, 3, 3, 3, 1, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1]","[]","[]",15,0,15,1
759,"['condicao', 'decisao', 'primeiroministro', 'situacao', 'suspenso', 'suspenso', 'treinamento']","[1, 1, 1, 1, 2, 2, 1]","[]","[]",7,0,7,1
760,"['adulto', 'aplicacao', 'distant', 'domingo', 'dosar', 'dosar', 'efetividad', 'habitant', 'liderar']","[1, 1, 1, 1, 2, 2, 1, 1, 1]","[]","[]",9,0,9,1
761,"['almeida', 'carla', 'carla', 'quarentenar', 'quarentenar']","[1, 2, 2, 2, 2]","['amigar']","[1]",5,1,6,1
764,"['decisao', 'desenvolvido', 'fase', 'instituto', 'parceria', 'pastar', 'pastar', 'saudar']","[1, 1, 1, 1, 1, 2, 2, 1]","[]","[]",8,0,8,1
765,"['ampliacao', 'lancamento', 'proposto', 'saneamento', 'saudar', 'sustentabilidad']","[1, 1, 1, 1, 1, 1]","[]","[]",6,0,6,1
766,"['afp', 'colombio', 'especialment', 'mexico', 'panamericana', 'saudar']","[1, 1, 1, 1, 1, 1]","[]","[]",6,0,6,1
767,"['associacao', 'autoridad', 'client', 'propagacao', 'reabrir', 'toquio', 'velocidad', 'visitant']","[1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",8,0,8,1
768,"['anteriorment', 'disseminacao', 'florido', 'positivar', 'possibilidad', 'possibilidad', 'reforcar', 'respirador', 'vetar', 'vetar', 'voo', 'voo', 'voo']","[1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 3, 3, 3]","[]","[]",13,0,13,1
769,"['condicao', 'interlocutor', 'respostar', 'situacao', 'trimestr']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,1
773,"['decisao', 'delacao', 'delacao', 'delacao', 'determinacao', 'edson', 'exprefeito', 'exprefeito', 'fachin', 'justicar', 'ministrar', 'reafirmar', 'supremo', 'turma']","[1, 3, 3, 3, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1]","[]","[]",14,0,14,1
774,"['consorcio', 'estabilidad', 'levantamento', 'saudar', 'totalizar', 'variacao']","[1, 1, 1, 1, 1, 1]","[]","[]",6,0,6,1
776,"['biliao', 'compromisso', 'conformar', 'conformar', 'dengu', 'implementacao', 'iniciativo', 'metropolitano', 'prever', 'prever', 'regiao']","[1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1]","['barragem', 'rompimento']","[1, 1]",11,2,13,1
778,"['anvisa', 'capitar', 'circulacao', 'circulacao', 'deslocamento', 'distrito', 'espirito', 'fluxo', 'fronteiro', 'gabbardo', 'limitacao', 'respostar', 'saudar', 'saudar', 'saudar', 'secretarioexecutivo', 'situacao', 'tendencia', 'voo', 'wilson', 'witzel', 'witzel', 'witzel']","[1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 1, 1, 3, 3, 3]","[]","[]",23,0,23,1
779,"['contencao', 'desafiar', 'desafiar', 'destacar', 'epidemiar', 'escalar', 'europeu', 'expressar', 'gripezinha', 'posturar', 'preocupacao', 'restritivo', 'surtir', 'surtir']","[1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[]","[]",14,0,14,1
783,"['domingo', 'expressivo', 'infectar', 'mexico', 'sputnik']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,1
784,"['condicao', 'congresso', 'demrj', 'despesa', 'discussao', 'economia', 'estrategia', 'federativo', 'folhar', 'gued', 'impactar', 'impactar', 'ministrar', 'pagamento', 'proposto', 'proposto', 'prorrogacao', 'prorrogar', 'recurso', 'recurso']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2]","['misturar']","[1]",20,1,21,1
785,"['aplicacao', 'consorcio', 'dosar', 'dosar', 'dosar', 'dosar', 'saudar']","[1, 1, 4, 4, 4, 4, 1]","[]","[]",7,0,7,1
789,"['competicao', 'integrant', 'lesao', 'preparacao']","[1, 1, 1, 1]","['filmar']","[1]",4,1,5,1
790,"['aspecto', 'aspecto', 'crise', 'economia', 'estimular', 'exministro', 'henriqu', 'importancia', 'reducao', 'republico', 'saudar', 'saudar', 'saudar', 'saudar', 'saudar']","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5]","['circular', 'falsar']","[1, 1]",15,2,17,1
791,"['associacao', 'boletim', 'boletim', 'intensivo', 'internacao', 'levantamento', 'levantamento', 'observar', 'obtido', 'privar', 'privar', 'privar', 'recuar', 'saudar', 'tendencia']","[1, 2, 2, 1, 1, 2, 2, 1, 1, 3, 3, 3, 1, 1, 1]","['verificar']","[1]",15,1,16,1
792,"['instituto', 'levantamento', 'orientacao', 'saudar', 'saudar', 'situacao']","[1, 1, 1, 2, 2, 1]","['questionario']","[1]",6,1,7,1
793,"['acompanhamento', 'anvisa', 'anvisa', 'apoio', 'aprovacao', 'avanca', 'calculo', 'circulacao', 'consorcio', 'consorcio', 'diariament', 'entregu', 'enxergar', 'escassez', 'estabilidad', 'estatistico', 'exemplo', 'expectativa', 'expectativa', 'fez', 'fundacao', 'gripezinha', 'henriqu', 'hipertensao', 'imunizacao', 'imunizacao', 'imunizacao', 'imunizacao', 'inconsistencia', 'informaco', 'informaco', 'instituto', 'levantamento', 'medida', 'milho', 'milho', 'milho', 'milho', 'milho', 'milho', 'nelson', 'none', 'none', 'none', 'none', 'oswaldo', 'parceria', 'periodo', 'plano', 'plantao', 'reabertura', 'recurso', 'reducao', 'relacao', 'relacao', 'secretarioexecutivo', 'spaulo', 'sputnik', 'tambem', 'tambem', 'teich', 'tendencia', 'tendencia', 'totaliza']","[1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 4, 4, 4, 4, 1, 2, 2, 1, 1, 1, 6, 6, 6, 6, 6, 6, 1, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 1]","[]","[]",64,0,64,1
797,"['alternativo', 'anteriorment', 'anticorpo', 'ausencia', 'funcao', 'funcao', 'habito', 'normalment', 'normalment', 'oswaldo', 'parceria', 'realizacao', 'respectivament', 'saudar', 'submetido']","[1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1]","['limao']","[1]",15,1,16,1
801,"['inglaterra', 'quarentenar']","[1, 1]","['basto', 'ganhar', 'ganhar', 'imagem']","[1, 2, 2, 1]",2,4,6,1
802,"['adversario', 'celso', 'condicao', 'enxergar', 'especialment', 'esperancar', 'favorito', 'folhar', 'jorg', 'jorg', 'justicar', 'mello', 'mello', 'mendonca', 'mendonca', 'mendonca', 'ministrar', 'ministrar', 'ministrar', 'ministrar', 'oliveira', 'oliveira']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 3, 3, 3, 4, 4, 4, 4, 2, 2]","['ganhar']","[1]",22,1,23,1
808,"['boletim', 'caxia', 'caxia', 'duqu', 'duqu', 'goncalo', 'goncalo', 'infectar', 'infectar', 'investigacao', 'liderar', 'monitoramento', 'painel', 'redondo', 'saudar']","[1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]","[]","[]",15,0,15,1
809,"['estrategia', 'folhar', 'integro', 'justicar', 'lewandowski', 'ministrar', 'ministrar', 'obtido', 'ribeiro', 'ricardo', 'supremo']","[1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1]","[]","[]",11,0,11,1
814,"['boletim', 'guarulho', 'relaxamento', 'taxar', 'taxar', 'taxar']","[1, 1, 1, 3, 3, 3]","[]","[]",6,0,6,1
815,"['bruno', 'colaborar', 'contrato', 'demanda', 'domingo', 'especifico', 'medida', 'porqu', 'proposta', 'proprio', 'proximo']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",11,0,11,1
816,"['ampliacao', 'assistencia', 'contabilizar', 'diagnosticar', 'estrategico', 'facilitar', 'funcionamento', 'importancia', 'instalacao', 'regiao', 'regiao', 'regiao', 'regiao', 'saudar', 'saudar']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 2, 2]","[]","[]",15,0,15,1
819,"['calamidad', 'circulacao', 'coletivo', 'concessionario', 'decorrent', 'higienizacao', 'plenario', 'prever', 'privar', 'privar', 'regulamentar', 'reuniao', 'sancao']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1]","['usuario']","[1]",13,1,14,1
825,"['infectar', 'internar', 'isolar', 'negativar', 'parcelar', 'positivar', 'reportar', 'significativo', 'tripulacao']","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",9,0,9,1
826,"['crise', 'escassez', 'regiao', 'saudar']","[1, 1, 1, 1]","[]","[]",4,0,4,1
827,"['alternativo', 'associacao', 'escalar', 'psicologo']","[1, 1, 1, 1]","['circular', 'circular']","[2, 2]",4,2,6,1
828,"['amplo', 'anvisa', 'calendario', 'especifico', 'especifico', 'esperancar', 'estagio', 'pastar', 'patamar', 'planar', 'saudar', 'saudar']","[1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 2]","[]","[]",12,0,12,1
830,"['contabilizar', 'federar', 'saudar', 'superar']","[1, 1, 1, 1]","[]","[]",4,0,4,1
832,"['consolidar', 'pastar', 'saudar', 'saudar', 'saudar']","[1, 1, 3, 3, 3]","['checar', 'clicar']","[1, 1]",5,2,7,1
834,"['assistencia', 'assistencia', 'assistencia', 'atrasar', 'atrasar', 'biliao', 'biliao', 'coletivo', 'compromisso', 'consumidor', 'consumidor', 'consumidor', 'pagamento', 'planar', 'plano', 'plano', 'proposto', 'saudar', 'saudar', 'saudar', 'saudar', 'situacao']","[3, 3, 3, 2, 2, 2, 2, 1, 1, 3, 3, 3, 1, 1, 2, 2, 1, 4, 4, 4, 4, 1]","['abusar']","[1]",22,1,23,1
835,"['minoria', 'reflexo', 'situacao']","[1, 1, 1]","[]","[]",3,0,3,1
836,"['competicao', 'desenvolvimento', 'europeu', 'pagamento', 'pagamento', 'parceiro', 'parcelar', 'parcelar', 'situacao', 'temporada', 'temporada', 'temporada']","[1, 1, 1, 2, 2, 1, 2, 2, 1, 3, 3, 3]","['parir', 'patrocinador']","[1, 1]",12,2,14,1
